//MitarbeiterAktivitätstypen
UNDEFINED_SA;
TRAVELING_SA;Wegzeit
NETWORKING_SA;Vernetzungsarbeit
QUALIFICATION_SA;Qualifizierung
ORGANIZATION_SA;Beratung,Organisation
